hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0003,B03404,B03404,2023-08-10 13:11:10,2023-08-10 13:16:37,2023-08-10 13:17:56,2023-08-10 13:25:48,164,170,0.63,472,9.15,0.0,0.25,0.81,2.75,0.0,0.0,5.64,N,N, ,N,N
HV0003,B03404,B03404,2023-08-15 08:26:22,2023-08-15 08:29:02,2023-08-15 08:29:28,2023-08-15 08:45:16,164,164,1.27,948,10.0,0.0,0.28,0.89,2.75,0.0,0.0,10.68,N,N, ,N,N
HV0003,B03404,B03404,2023-08-19 11:37:55,2023-08-19 11:41:46,2023-08-19 11:42:57,2023-08-19 12:04:19,61,257,3.58,1282,24.14,0.0,0.66,2.14,0.0,0.0,1.0,16.79,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 17:07:22,2023-08-29 17:12:16,2023-08-29 17:13:18,2023-08-29 17:21:53,175,16,3.42,515,11.62,0.0,0.32,1.03,0.0,0.0,0.0,9.4,N,N, ,N,N
HV0003,B03404,B03404,2023-08-11 21:06:09,2023-08-11 21:08:49,2023-08-11 21:10:50,2023-08-11 21:18:28,197,197,0.9,458,9.37,0.0,0.26,0.83,0.0,0.0,0.0,5.72,N,N, ,N,N
HV0005,B03406,,2023-08-13 04:55:25,,2023-08-13 05:00:22,2023-08-13 05:20:29,229,56,8.26,1207,24.46,3.53,0.77,2.48,2.75,0.0,0.0,22.37,N,N,N,N,N
HV0003,B03404,B03404,2023-08-19 00:39:17,2023-08-19 00:46:34,2023-08-19 00:47:52,2023-08-19 01:19:42,79,61,5.93,1910,42.27,0.0,1.16,3.75,2.75,0.0,0.0,28.74,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 23:12:41,2023-08-06 23:14:01,2023-08-06 23:14:33,2023-08-06 23:35:50,87,181,4.36,1277,22.61,0.0,0.62,2.01,2.75,0.0,0.0,17.73,N,N, ,N,N
HV0005,B03406,,2023-08-30 10:55:58,,2023-08-30 10:58:51,2023-08-30 11:10:42,79,249,1.025,711,11.78,0.0,0.32,1.05,2.75,0.0,2.0,8.11,N,N,N,N,N
HV0005,B03406,,2023-08-03 08:47:47,,2023-08-03 08:49:57,2023-08-03 08:55:49,177,177,0.529,352,7.86,0.0,0.22,0.7,0.0,0.0,0.0,5.47,N,N,N,N,N
HV0005,B03406,,2023-08-04 17:40:31,,2023-08-04 17:45:43,2023-08-04 17:59:54,32,51,2.532,851,15.16,0.0,0.42,1.35,0.0,0.0,0.0,12.43,N,N,N,N,N
HV0003,B03404,B03404,2023-08-05 18:10:27,2023-08-05 18:15:28,2023-08-05 18:16:16,2023-08-05 18:52:19,51,235,8.75,2163,40.22,0.0,1.11,3.57,0.0,0.0,0.0,34.14,N,N, ,N,N
HV0005,B03406,,2023-08-05 16:59:46,,2023-08-05 17:01:58,2023-08-05 17:20:20,7,140,3.462,1102,19.08,0.18,0.47,1.51,2.75,0.0,0.0,15.04,N,N,N,N,N
HV0005,B03406,,2023-08-08 19:55:34,,2023-08-08 19:59:57,2023-08-08 20:19:43,163,148,3.45,1186,21.08,0.0,0.58,1.87,2.75,0.0,0.0,16.32,N,N,N,N,N
HV0003,B03404,B03404,2023-08-10 07:37:15,2023-08-10 07:39:37,2023-08-10 07:40:27,2023-08-10 07:51:43,79,87,3.77,676,18.12,0.0,0.5,1.61,2.75,0.0,0.0,11.31,N,N, ,N,N
HV0003,B03404,B03404,2023-08-16 15:23:21,2023-08-16 15:29:30,2023-08-16 15:29:45,2023-08-16 15:47:14,247,200,7.67,1049,24.12,0.0,0.66,2.14,0.0,0.0,0.0,19.94,N,N, ,N,N
HV0003,B03404,B03404,2023-08-13 03:27:55,2023-08-13 03:38:33,2023-08-13 03:39:14,2023-08-13 04:00:16,198,138,9.19,1262,64.68,0.0,1.85,5.96,0.0,2.5,0.0,32.54,N,N, ,N,N
HV0005,B03406,,2023-08-23 04:15:00,,2023-08-23 04:02:59,2023-08-23 04:34:47,254,231,17.235,1908,54.46,2.94,1.58,5.1,2.75,0.0,0.0,40.87,N,N,N,N,N
HV0003,B03404,B03404,2023-08-28 15:14:09,2023-08-28 15:16:40,2023-08-28 15:18:41,2023-08-28 15:32:48,41,24,1.72,847,12.58,0.0,0.35,1.12,0.0,0.0,0.0,10.23,N,N, ,N,N
HV0003,B03404,B03404,2023-08-07 21:12:08,2023-08-07 21:15:44,2023-08-07 21:17:13,2023-08-07 21:26:18,263,162,1.65,545,10.93,0.0,0.3,0.97,2.75,0.0,0.0,7.34,N,N, ,N,N
HV0003,B03404,B03404,2023-08-31 17:41:54,2023-08-31 17:43:47,2023-08-31 17:45:48,2023-08-31 18:15:40,48,164,1.68,1792,15.27,0.0,0.42,1.36,2.75,0.0,0.0,19.4,N,N, ,N,N
HV0003,B03404,B03404,2023-08-04 12:58:01,2023-08-04 13:01:02,2023-08-04 13:02:03,2023-08-04 13:16:59,164,229,2.07,896,18.11,0.0,0.5,1.61,2.75,0.0,0.0,11.14,N,N, ,N,N
HV0003,B03404,B03404,2023-08-11 17:20:01,2023-08-11 17:22:56,2023-08-11 17:24:58,2023-08-11 17:46:04,225,76,2.89,1267,18.05,0.0,0.5,1.6,0.0,0.0,0.0,18.42,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-22 17:57:01,2023-08-22 18:01:19,2023-08-22 18:02:50,2023-08-22 18:18:52,140,161,1.89,962,16.28,0.0,0.45,1.44,2.75,0.0,2.09,11.59,N,N, ,N,N
HV0003,B03404,B03404,2023-08-02 22:00:01,2023-08-02 22:02:41,2023-08-02 22:02:46,2023-08-02 22:18:01,36,256,2.31,915,16.06,0.0,0.44,1.43,0.0,0.0,0.0,11.74,N,N, ,N,N
HV0003,B03404,B03404,2023-08-12 12:20:17,2023-08-12 12:22:19,2023-08-12 12:24:20,2023-08-12 12:47:50,22,228,3.96,1411,17.52,0.0,0.48,1.55,0.0,0.0,0.0,21.9,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-04 05:06:43,2023-08-04 05:08:46,2023-08-04 05:08:53,2023-08-04 05:14:51,226,260,0.79,358,8.9,0.0,0.24,0.79,0.0,0.0,0.0,5.4,N,N, ,N,N
HV0003,B03404,B03404,2023-08-08 08:00:00,2023-08-08 07:54:59,2023-08-08 07:58:29,2023-08-08 08:14:01,76,132,6.28,932,53.46,0.0,1.54,4.97,0.0,2.5,0.0,38.49,N,N, ,N,N
HV0003,B03404,B03404,2023-08-25 22:40:02,2023-08-25 22:41:20,2023-08-25 22:42:28,2023-08-25 23:01:35,79,181,8.53,1147,24.63,6.94,0.87,2.8,2.75,0.0,0.0,22.4,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 13:02:59,2023-08-29 13:09:38,2023-08-29 13:09:38,2023-08-29 13:42:35,233,246,3.5,1977,32.44,0.0,0.89,2.88,2.75,0.0,3.89,29.36,N,N, ,N,Y
HV0005,B03406,,2023-08-13 20:46:03,,2023-08-13 20:48:13,2023-08-13 20:52:55,60,248,0.742,282,7.15,0.0,0.2,0.64,0.0,0.0,1.0,5.47,N,N,N,N,N
HV0003,B03404,B03404,2023-08-12 13:50:09,2023-08-12 13:53:00,2023-08-12 13:53:28,2023-08-12 14:19:33,232,163,4.5,1565,28.88,0.0,0.79,2.56,2.75,0.0,0.0,22.37,N,N, ,N,N
HV0003,B03404,B03404,2023-08-10 18:18:57,2023-08-10 18:21:04,2023-08-10 18:21:45,2023-08-10 18:52:43,228,181,2.94,1858,20.52,0.0,0.56,1.82,0.0,0.0,0.0,21.33,N,N, ,N,N
HV0005,B03406,,2023-08-18 09:49:37,,2023-08-18 09:52:57,2023-08-18 10:05:25,236,233,3.332,748,16.97,0.0,0.47,1.51,2.75,0.0,3.91,12.71,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-05 21:40:55,2023-08-05 21:48:33,2023-08-05 21:48:35,2023-08-05 22:44:38,132,265,37.56,3363,137.08,8.3,4.07,0.0,0.0,2.5,0.0,86.98,N,N, ,N,N
HV0003,B03404,B03404,2023-08-17 11:15:46,2023-08-17 11:17:34,2023-08-17 11:17:57,2023-08-17 11:25:50,232,79,0.64,473,8.25,0.0,0.23,0.73,2.75,0.0,0.0,5.39,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 21:15:47,2023-08-29 21:18:37,2023-08-29 21:19:20,2023-08-29 21:33:08,107,145,3.32,828,25.35,6.94,0.89,2.87,2.75,0.0,0.0,13.02,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 09:56:24,2023-08-29 09:57:23,2023-08-29 09:57:55,2023-08-29 10:06:52,191,205,2.81,537,13.02,0.0,0.36,1.16,0.0,0.0,0.0,8.74,N,N, ,N,N
HV0005,B03406,,2023-08-27 20:52:39,,2023-08-27 21:11:29,2023-08-27 21:30:13,172,6,4.772,1124,21.3,0.0,0.59,1.89,0.0,0.0,0.0,18.69,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-18 18:25:59,2023-08-18 18:28:24,2023-08-18 18:30:25,2023-08-18 18:52:36,262,87,7.27,1331,30.33,0.0,0.83,2.69,2.75,0.0,0.0,22.46,N,N, ,N,N
HV0005,B03406,,2023-08-31 20:20:55,,2023-08-31 20:25:09,2023-08-31 20:31:15,113,234,0.872,366,7.39,0.0,0.2,0.65,2.75,0.0,0.0,5.47,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-09 23:00:42,2023-08-09 23:07:56,2023-08-09 23:08:05,2023-08-09 23:15:46,132,216,2.97,461,14.49,0.0,0.47,1.51,0.0,2.5,0.0,8.23,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 20:27:03,2023-08-06 20:38:08,2023-08-06 20:40:16,2023-08-06 20:46:27,76,76,0.94,371,8.57,0.0,0.24,0.76,0.0,0.0,0.0,7.49,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-20 12:11:43,2023-08-20 12:13:39,2023-08-20 12:15:41,2023-08-20 12:26:05,90,186,0.72,625,14.29,0.0,0.39,1.27,2.75,0.0,0.0,7.05,N,N, ,N,N
HV0003,B03404,B03404,2023-08-03 16:54:13,2023-08-03 16:55:33,2023-08-03 16:56:17,2023-08-03 17:15:04,162,232,3.58,1127,26.19,0.0,0.72,2.32,2.75,0.0,0.0,15.29,N,N, ,N,N
HV0003,B03404,B03404,2023-08-10 22:12:03,2023-08-10 22:17:41,2023-08-10 22:17:41,2023-08-10 22:30:23,162,145,2.98,762,12.22,0.0,0.34,1.08,2.75,0.0,0.0,11.1,N,N, ,N,N
HV0003,B03404,B03404,2023-08-20 17:36:55,2023-08-20 17:40:04,2023-08-20 17:40:21,2023-08-20 18:04:04,138,162,8.12,1423,41.77,6.94,1.41,4.54,2.75,2.5,11.98,24.87,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 19:37:08,2023-08-06 19:37:46,2023-08-06 19:38:29,2023-08-06 20:25:48,114,192,11.17,2839,35.34,6.94,1.16,3.75,2.75,0.0,4.99,45.1,N,N, ,N,N
HV0003,B03404,B03404,2023-08-21 21:15:42,2023-08-21 21:16:21,2023-08-21 21:17:08,2023-08-21 21:29:36,244,69,2.36,748,12.52,0.0,0.34,1.11,0.0,0.0,10.0,10.3,N,N, ,N,N
HV0005,B03406,,2023-08-22 19:41:31,,2023-08-22 19:46:11,2023-08-22 19:59:21,21,14,3.541,790,14.21,0.0,0.39,1.26,0.0,0.0,3.17,12.18,N,N,N,N,N
HV0005,B03406,,2023-08-15 14:55:00,,2023-08-15 14:42:38,2023-08-15 15:06:15,75,168,3.686,1417,23.27,0.0,0.64,2.06,0.0,0.0,0.0,18.33,N,N,N,N,N
HV0003,B03404,B03404,2023-08-15 13:16:58,2023-08-15 13:18:18,2023-08-15 13:19:33,2023-08-15 13:39:02,161,186,1.69,1169,19.91,0.0,0.55,1.77,2.75,0.0,0.0,13.21,N,N, ,N,N
HV0005,B03406,,2023-08-01 00:50:18,,2023-08-01 00:51:38,2023-08-01 01:06:40,75,48,4.225,902,23.34,0.0,0.64,2.07,2.75,0.0,5.0,15.67,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-24 20:22:30,2023-08-24 20:25:00,2023-08-24 20:27:00,2023-08-24 21:11:02,51,230,15.47,2642,50.55,0.0,1.39,4.49,2.75,0.0,0.0,45.17,N,N, ,N,N
HV0003,B03404,B03404,2023-08-10 13:16:15,2023-08-10 13:20:40,2023-08-10 13:21:49,2023-08-10 13:45:01,140,238,2.87,1392,20.74,0.0,0.57,1.84,2.75,0.0,5.18,16.85,N,N, ,N,N
HV0003,B03404,B03404,2023-08-27 21:29:18,2023-08-27 21:35:44,2023-08-27 21:36:23,2023-08-27 22:00:31,37,71,4.64,1448,25.67,0.0,0.71,2.28,0.0,0.0,0.0,20.96,N,N, ,N,N
HV0005,B03406,,2023-08-29 06:49:06,,2023-08-29 06:50:55,2023-08-29 07:00:46,82,83,1.111,591,9.37,0.0,0.26,0.83,0.0,0.0,0.0,7.09,N,N,N,N,N
HV0005,B03406,,2023-08-24 23:07:36,,2023-08-24 23:11:28,2023-08-24 23:22:22,32,241,2.062,654,12.3,0.0,0.34,1.09,0.0,0.0,0.0,8.93,N,N,N,N,N
HV0003,B03404,B03404,2023-08-26 07:13:21,2023-08-26 07:15:15,2023-08-26 07:16:29,2023-08-26 07:26:39,50,68,1.88,610,7.45,0.0,0.2,0.66,0.75,0.0,0.0,8.31,Y,N, ,N,N
HV0005,B03406,,2023-08-12 05:47:12,,2023-08-12 05:54:54,2023-08-12 06:16:22,90,265,6.257,1288,34.28,20.0,1.49,0.0,0.0,0.0,0.0,21.64,N,N,N,N,N
HV0003,B03404,B03404,2023-08-20 13:05:08,2023-08-20 13:09:18,2023-08-20 13:09:18,2023-08-20 13:12:14,45,261,0.35,176,8.23,0.0,0.23,0.73,2.75,0.0,0.0,5.39,N,N, ,N,N
HV0003,B03404,B03404,2023-08-05 18:01:33,2023-08-05 18:04:57,2023-08-05 18:05:17,2023-08-05 18:16:58,168,42,2.94,701,14.29,0.0,0.39,1.27,0.0,0.0,0.0,14.08,N,N, ,N,N
HV0005,B03406,,2023-08-30 19:33:09,,2023-08-30 19:34:14,2023-08-30 19:52:17,61,257,3.324,1083,18.05,0.0,0.44,1.43,0.0,0.0,0.0,14.68,N,N,N,N,N
HV0003,B03404,B03404,2023-08-31 09:14:24,2023-08-31 09:16:21,2023-08-31 09:16:47,2023-08-31 09:23:09,166,152,0.94,382,8.94,0.0,0.25,0.79,0.0,0.0,0.0,5.39,N,N, ,N,N
HV0005,B03406,,2023-08-01 01:56:42,,2023-08-01 02:02:22,2023-08-01 02:05:22,226,198,0.607,180,7.3,0.0,0.2,0.65,0.0,0.0,0.0,5.47,N,N,N,N,N
HV0003,B03404,B03404,2023-08-13 15:46:49,2023-08-13 15:49:54,2023-08-13 15:50:03,2023-08-13 16:09:00,65,195,3.06,1137,18.76,0.0,0.52,1.66,0.0,0.0,0.0,14.97,N,N, ,N,N
HV0003,B03404,B03404,2023-08-04 17:00:46,2023-08-04 17:01:16,2023-08-04 17:02:58,2023-08-04 17:16:31,243,119,1.64,813,12.48,0.0,0.34,1.11,0.0,0.0,2.0,9.87,N,N, ,N,N
HV0003,B03404,B03404,2023-08-18 14:40:29,2023-08-18 14:41:27,2023-08-18 14:43:27,2023-08-18 15:20:45,49,107,5.48,2238,29.6,0.0,0.81,2.63,2.75,0.0,0.0,28.6,N,N, ,N,N
HV0005,B03406,,2023-08-31 09:21:45,,2023-08-31 09:24:12,2023-08-31 09:56:10,49,186,5.663,1918,33.96,0.0,0.93,3.01,2.75,0.0,6.0,25.69,N,N,N,N,N
HV0003,B03404,B03404,2023-08-29 12:46:02,2023-08-29 12:57:57,2023-08-29 12:59:58,2023-08-29 13:41:27,144,36,6.2,2489,50.71,0.0,1.39,4.5,2.75,0.0,0.0,32.82,N,N, ,N,N
HV0003,B03404,B03404,2023-08-24 13:59:44,2023-08-24 14:03:27,2023-08-24 14:03:42,2023-08-24 14:37:13,167,4,10.06,2011,29.18,0.0,0.8,2.59,0.75,0.0,0.0,32.13,Y,N, ,N,N
HV0003,B03404,B03404,2023-08-03 21:20:13,2023-08-03 21:22:22,2023-08-03 21:24:22,2023-08-03 21:41:59,143,164,2.48,1057,21.97,0.0,0.6,1.95,2.75,0.0,0.0,13.38,N,N, ,N,N
HV0005,B03406,,2023-08-19 22:50:35,,2023-08-19 22:56:14,2023-08-19 23:06:07,77,76,1.245,593,12.57,0.0,0.35,1.12,0.0,0.0,0.0,7.27,N,N,N,N,N
HV0005,B03406,,2023-08-22 21:43:36,,2023-08-22 21:45:20,2023-08-22 21:51:32,255,112,1.072,372,8.15,0.0,0.2,0.64,0.0,0.0,0.0,5.47,N,N,N,N,N
HV0005,B03406,,2023-08-07 17:13:22,,2023-08-07 17:16:28,2023-08-07 17:35:03,237,50,2.512,1115,16.09,0.0,0.44,1.43,2.75,0.0,0.0,13.9,N,N,N,N,N
HV0003,B03404,B03404,2023-08-28 22:11:34,2023-08-28 22:13:06,2023-08-28 22:14:24,2023-08-28 22:27:07,162,7,3.06,763,17.21,0.0,0.47,1.53,2.75,0.0,0.0,11.44,N,N, ,N,N
HV0003,B03404,B03404,2023-08-11 22:33:46,2023-08-11 22:35:40,2023-08-11 22:37:42,2023-08-11 23:10:23,68,223,9.1,1962,45.63,6.94,1.45,4.67,2.75,0.0,0.0,30.41,N,N, ,N,N
HV0003,B03404,B03404,2023-08-19 02:47:06,2023-08-19 02:50:58,2023-08-19 02:51:47,2023-08-19 02:59:09,186,170,1.08,442,8.21,0.0,0.23,0.73,2.75,0.0,0.0,8.05,N,N, ,N,N
HV0003,B03404,B03404,2023-08-13 05:23:54,2023-08-13 05:26:08,2023-08-13 05:28:08,2023-08-13 05:40:15,168,213,4.26,727,17.2,0.0,0.47,1.53,0.0,0.0,0.0,12.44,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 13:15:46,2023-08-06 13:21:34,2023-08-06 13:22:08,2023-08-06 13:48:54,182,19,12.49,1606,35.09,6.94,1.16,3.73,0.0,0.0,0.0,31.78,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 12:08:28,2023-08-29 12:18:02,2023-08-29 12:20:27,2023-08-29 12:59:33,138,21,20.79,2346,69.97,0.0,1.99,6.43,0.0,2.5,0.0,56.91,N,N, ,N,N
HV0005,B03406,,2023-08-18 06:46:26,,2023-08-18 06:51:43,2023-08-18 07:21:15,85,225,3.67,1772,20.59,0.0,0.57,1.83,0.0,0.0,0.0,21.68,N,N,N,N,N
HV0005,B03406,,2023-08-08 06:31:48,,2023-08-08 06:36:24,2023-08-08 07:08:10,80,75,7.377,1906,31.79,2.34,0.93,3.01,2.75,0.0,7.35,27.84,N,N,N,N,N
HV0003,B03404,B03404,2023-08-15 15:25:45,2023-08-15 15:33:35,2023-08-15 15:34:20,2023-08-15 15:57:12,92,175,4.68,1372,34.88,0.0,0.96,3.1,0.0,0.0,0.0,19.05,N,N, ,N,N
HV0003,B03404,B03404,2023-08-13 00:06:46,2023-08-13 00:12:11,2023-08-13 00:12:56,2023-08-13 00:31:44,76,215,7.46,1128,25.64,0.0,0.71,2.28,0.0,0.0,0.0,21.93,N,N, ,N,N
HV0003,B03404,B03404,2023-08-20 09:44:16,2023-08-20 09:47:47,2023-08-20 09:48:15,2023-08-20 10:02:40,89,35,3.07,865,16.05,0.0,0.44,1.42,0.0,0.0,0.0,12.16,N,N, ,N,N
HV0003,B03404,B03404,2023-08-13 19:54:25,2023-08-13 20:00:05,2023-08-13 20:00:57,2023-08-13 20:35:14,138,261,12.88,2057,53.25,0.0,1.53,4.95,2.75,2.5,12.99,38.52,N,N, ,N,N
HV0005,B03406,,2023-08-30 20:26:51,,2023-08-30 20:31:16,2023-08-30 20:52:35,246,244,7.589,1279,24.4,0.0,0.67,2.17,2.75,0.0,0.0,22.17,N,N,N,N,N
HV0003,B03404,B03404,2023-08-28 09:28:32,2023-08-28 09:29:51,2023-08-28 09:30:13,2023-08-28 09:47:14,137,13,5.66,1021,23.46,0.0,0.65,2.08,2.75,0.0,5.78,17.08,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 13:42:39,2023-08-06 13:45:28,2023-08-06 13:46:10,2023-08-06 14:06:52,148,138,10.12,1242,42.47,0.0,1.24,3.99,2.75,2.5,0.0,24.97,N,N, ,N,N
HV0003,B03404,B03404,2023-08-12 22:42:37,2023-08-12 22:43:41,2023-08-12 22:44:58,2023-08-12 22:55:48,123,89,2.68,650,15.2,0.0,0.42,1.35,0.0,0.0,0.0,9.87,N,N, ,N,N
HV0003,B03404,B03404,2023-08-05 18:01:50,2023-08-05 18:03:58,2023-08-05 18:05:13,2023-08-05 19:02:38,263,132,21.7,3445,81.2,6.55,2.48,8.01,2.75,2.5,0.0,60.89,N,N, ,N,N
HV0005,B03406,,2023-08-16 22:30:59,,2023-08-16 22:33:02,2023-08-16 22:44:21,76,36,2.527,679,12.5,0.0,0.34,1.11,0.0,0.0,0.0,9.79,N,N,N,N,N
HV0003,B03404,B03404,2023-08-02 17:45:41,2023-08-02 17:47:16,2023-08-02 17:49:16,2023-08-02 18:46:21,183,166,9.99,3425,47.46,0.0,1.31,4.21,0.0,0.0,7.49,46.13,N,N, ,N,N
HV0003,B03404,B03404,2023-08-10 23:04:07,2023-08-10 23:05:09,2023-08-10 23:05:38,2023-08-10 23:29:18,41,254,10.3,1420,28.58,0.0,0.79,2.54,0.0,0.0,0.0,27.04,N,N, ,N,N
HV0003,B03404,B03404,2023-08-02 19:26:32,2023-08-02 19:28:47,2023-08-02 19:30:11,2023-08-02 19:58:05,158,65,4.02,1674,37.07,0.0,1.02,3.29,2.75,0.0,0.0,21.46,N,N, ,N,N
HV0003,B03404,B03404,2023-08-02 18:30:56,2023-08-02 18:32:54,2023-08-02 18:33:04,2023-08-02 18:46:10,211,234,1.86,786,13.55,0.0,0.37,1.2,2.75,0.0,0.0,13.08,N,N, ,N,N
HV0005,B03406,,2023-08-21 19:55:03,,2023-08-21 19:56:34,2023-08-21 20:05:44,186,234,1.146,550,9.54,0.0,0.26,0.85,2.75,0.0,0.0,6.74,N,N,N,N,N
HV0003,B03404,B03404,2023-08-14 00:05:26,2023-08-14 00:14:40,2023-08-14 00:14:40,2023-08-14 00:38:26,51,205,14.45,1426,35.4,6.94,1.16,3.76,0.0,0.0,0.0,32.4,Y,N, ,N,N
HV0003,B03404,B03404,2023-08-08 15:13:06,2023-08-08 15:13:25,2023-08-08 15:15:25,2023-08-08 15:27:56,13,211,1.72,751,13.91,0.0,0.38,1.23,2.75,0.0,0.0,9.42,N,N, ,N,N
HV0005,B03406,,2023-08-07 05:35:08,,2023-08-07 05:39:27,2023-08-07 05:52:40,95,92,3.526,793,19.02,0.0,0.52,1.69,0.0,0.0,0.0,13.46,N,N,N,N,Y
HV0005,B03406,,2023-08-30 16:50:11,,2023-08-30 16:55:01,2023-08-30 17:35:04,148,62,6.063,2403,41.34,0.0,1.14,3.67,2.75,0.0,0.0,30.83,N,N,N,N,N
HV0003,B03404,B03404,2023-08-09 23:18:46,2023-08-09 23:19:55,2023-08-09 23:20:28,2023-08-09 23:35:29,125,79,2.23,901,15.43,0.0,0.42,1.37,2.75,0.0,0.0,12.41,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-22 06:53:22,2023-08-22 06:58:03,2023-08-22 06:58:40,2023-08-22 07:13:59,225,258,4.69,919,16.99,0.0,0.47,1.51,0.0,0.0,0.0,14.8,N,N, ,N,N
HV0003,B03404,B03404,2023-08-16 05:13:30,2023-08-16 05:17:56,2023-08-16 05:18:22,2023-08-16 05:22:51,19,191,1.37,269,8.87,0.0,0.24,0.79,0.0,0.0,0.0,5.4,N,N, ,N,N
HV0005,B03406,,2023-08-25 12:40:41,,2023-08-25 12:43:41,2023-08-25 13:10:43,208,18,5.454,1622,27.59,0.0,0.76,2.45,0.0,0.0,0.0,22.61,N,N,N,N,N
HV0003,B03404,B03404,2023-08-20 15:20:42,2023-08-20 15:22:38,2023-08-20 15:24:27,2023-08-20 15:50:07,262,234,4.59,1540,22.55,0.0,0.62,2.0,2.75,0.0,0.0,22.87,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-01 06:31:46,2023-08-01 06:35:00,2023-08-01 06:36:20,2023-08-01 06:58:34,238,87,9.47,1334,33.28,0.0,0.92,2.95,2.75,0.0,7.98,24.98,N,N, ,N,N
HV0005,B03406,,2023-08-17 19:28:14,,2023-08-17 19:35:24,2023-08-17 20:04:47,216,91,10.696,1763,36.89,0.0,1.01,3.27,0.0,0.0,0.0,30.86,N,N,N,N,N
HV0003,B03404,B03404,2023-08-26 19:24:16,2023-08-26 19:24:38,2023-08-26 19:28:56,2023-08-26 19:49:38,255,260,5.62,1242,23.23,0.0,0.64,2.06,0.0,0.0,2.59,19.21,N,N, ,N,N
HV0005,B03406,,2023-08-22 14:41:29,,2023-08-22 14:44:32,2023-08-22 15:29:05,262,138,8.564,2673,33.37,6.47,1.16,3.74,2.75,2.5,9.0,36.7,N,N,N,N,N
HV0005,B03406,,2023-08-31 13:45:41,,2023-08-31 13:53:20,2023-08-31 14:26:51,226,173,3.4,2011,19.7,0.0,0.54,1.75,0.0,0.0,0.0,23.59,N,N,N,N,N
HV0003,B03404,B03404,2023-08-24 06:20:41,2023-08-24 06:28:41,2023-08-24 06:28:47,2023-08-24 06:45:49,232,68,3.59,1022,22.53,0.0,0.62,2.0,2.75,0.0,0.0,14.42,N,N, ,N,N
HV0005,B03406,,2023-08-04 20:35:54,,2023-08-04 20:37:46,2023-08-04 20:53:53,230,170,2.152,967,14.26,0.0,0.39,1.26,2.75,0.0,0.0,12.03,N,N,N,N,N
HV0003,B03404,B03404,2023-08-26 05:45:52,2023-08-26 05:49:11,2023-08-26 05:50:35,2023-08-26 06:02:19,185,265,5.5,704,18.76,0.0,0.52,1.66,0.0,0.0,0.0,15.74,N,N, ,N,N
HV0003,B03404,B03404,2023-08-07 16:56:43,2023-08-07 16:58:19,2023-08-07 16:59:29,2023-08-07 17:26:49,239,79,6.12,1640,30.65,0.0,0.84,2.72,2.75,0.0,0.0,27.61,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-13 15:39:57,2023-08-13 15:41:59,2023-08-13 15:42:28,2023-08-13 15:49:04,242,183,1.08,396,8.94,0.0,0.25,0.79,0.0,0.0,0.0,5.48,N,N, ,N,N
HV0003,B03404,B03404,2023-08-02 14:57:32,2023-08-02 15:01:34,2023-08-02 15:01:50,2023-08-02 15:25:18,79,186,2.13,1408,23.46,0.0,0.65,2.08,2.75,0.0,2.0,16.3,N,N, ,N,N
HV0005,B03406,,2023-08-13 13:37:20,,2023-08-13 13:39:48,2023-08-13 13:44:41,255,256,0.928,293,8.68,0.0,0.24,0.77,0.0,0.0,0.0,5.47,N,N,N,N,N
HV0005,B03406,,2023-08-30 10:03:57,,2023-08-30 10:06:09,2023-08-30 10:17:35,73,92,1.049,686,8.06,0.0,0.22,0.71,0.0,0.0,2.0,7.9,N,N,N,N,N
HV0003,B03404,B03404,2023-08-31 10:37:16,2023-08-31 10:40:25,2023-08-31 10:41:55,2023-08-31 10:50:59,61,181,1.35,544,12.49,0.0,0.34,1.11,0.0,0.0,0.0,8.25,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-18 07:47:55,2023-08-18 07:48:31,2023-08-18 07:50:14,2023-08-18 08:00:08,127,47,1.88,594,14.29,0.0,0.39,1.27,0.0,0.0,0.0,8.08,N,N, ,N,N
