hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0005,B03406,,2023-08-16 08:58:08,,2023-08-16 09:05:51,2023-08-16 09:11:24,131,130,0.879,333,7.74,0.0,0.21,0.69,0.0,0.0,0.0,5.47,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-31 19:40:41,2023-08-31 19:44:43,2023-08-31 19:44:43,2023-08-31 20:12:30,100,224,2.67,1667,30.63,0.0,0.84,2.72,2.75,0.0,0.0,19.91,N,N, ,N,N
HV0005,B03406,,2023-08-26 09:36:05,,2023-08-26 09:41:32,2023-08-26 10:08:13,63,256,4.401,1601,30.95,0.0,0.85,2.75,0.0,0.0,0.0,21.02,N,N,N,N,N
HV0005,B03406,,2023-08-26 00:37:01,,2023-08-26 00:42:11,2023-08-26 00:54:56,79,186,2.106,765,15.25,0.0,0.42,1.35,2.75,0.0,0.0,10.05,N,N,N,N,N
HV0005,B03406,,2023-08-03 13:47:03,,2023-08-03 13:49:46,2023-08-03 13:57:42,220,241,0.674,476,7.86,0.0,0.19,0.62,0.0,0.0,0.0,5.47,N,N,N,N,N
HV0005,B03406,,2023-08-13 20:43:36,,2023-08-13 20:48:15,2023-08-13 20:58:04,211,148,0.953,589,12.93,0.0,0.36,1.15,2.75,0.0,0.0,7.1,N,N,N,N,N
HV0003,B03404,B03404,2023-08-01 18:07:49,2023-08-01 18:09:47,2023-08-01 18:10:08,2023-08-01 18:49:47,229,51,13.24,2379,42.86,6.55,1.36,4.39,2.75,0.0,0.0,39.8,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 14:07:25,2023-08-29 14:10:10,2023-08-29 14:12:11,2023-08-29 14:34:37,165,26,3.1,1346,18.93,0.0,0.52,1.68,0.0,0.0,0.0,16.72,N,N, ,N,N
HV0005,B03406,,2023-08-07 15:43:18,,2023-08-07 15:50:33,2023-08-07 16:16:03,64,92,7.245,1530,25.07,0.0,0.69,2.22,0.0,0.0,4.2,24.1,N,N,N,N,N
HV0005,B03406,,2023-08-22 08:44:07,,2023-08-22 08:56:05,2023-08-22 09:27:51,89,25,3.636,1906,26.69,0.0,0.73,2.37,0.0,0.0,0.0,24.11,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-12 16:36:27,2023-08-12 16:42:29,2023-08-12 16:42:29,2023-08-12 16:53:38,195,33,1.33,669,12.53,0.0,0.34,1.11,0.0,0.0,0.0,8.08,N,N, ,N,N
HV0003,B03404,B03404,2023-08-04 07:31:59,2023-08-04 07:37:18,2023-08-04 07:39:08,2023-08-04 07:54:55,17,80,2.16,947,14.31,0.0,0.39,1.27,0.0,0.0,0.0,11.74,N,N, ,N,N
HV0005,B03406,,2023-08-19 21:05:55,,2023-08-19 21:10:56,2023-08-19 21:29:58,7,157,3.822,1142,23.71,0.0,0.65,2.11,0.0,0.0,0.0,15.9,N,N,N,N,N
HV0005,B03406,,2023-08-08 16:50:24,,2023-08-08 16:52:39,2023-08-08 17:02:23,188,62,0.793,584,7.86,0.0,0.22,0.7,0.0,0.0,0.0,6.85,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-31 21:55:24,2023-08-31 22:17:10,2023-08-31 22:17:41,2023-08-31 22:28:18,256,112,1.86,637,11.56,0.0,0.32,1.03,0.0,0.0,0.0,18.16,N,N, ,N,N
HV0003,B03404,B03404,2023-08-01 17:22:49,2023-08-01 17:23:00,2023-08-01 17:23:51,2023-08-01 17:46:23,158,237,4.81,1352,28.63,0.0,0.79,2.54,2.75,0.0,0.0,19.03,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 20:58:29,2023-08-06 21:02:35,2023-08-06 21:02:55,2023-08-06 21:20:20,17,66,3.84,1045,18.74,0.0,0.52,1.66,0.0,0.0,0.0,14.87,N,N, ,N,N
HV0003,B03404,B03404,2023-08-08 11:34:43,2023-08-08 11:37:27,2023-08-08 11:37:31,2023-08-08 11:59:53,246,231,2.98,1342,24.4,0.0,0.67,2.17,2.75,0.0,5.99,17.22,N,N, ,N,N
HV0003,B03404,B03404,2023-08-10 20:48:58,2023-08-10 20:52:51,2023-08-10 20:54:51,2023-08-10 21:27:50,116,234,8.4,1979,31.72,0.0,0.87,2.82,2.75,0.0,0.0,29.64,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 11:40:24,2023-08-29 11:41:12,2023-08-29 11:43:13,2023-08-29 12:01:47,137,249,1.97,1114,18.29,0.0,0.5,1.62,2.75,0.0,2.19,13.06,N,N, ,N,N
HV0003,B03404,B03404,2023-08-02 21:48:27,2023-08-02 21:57:00,2023-08-02 21:57:22,2023-08-02 22:09:18,171,16,2.38,716,15.29,0.0,0.42,1.36,0.0,0.0,0.0,9.86,N,N, ,N,N
HV0005,B03406,,2023-08-30 23:52:59,,2023-08-31 00:00:49,2023-08-31 01:49:49,181,265,19.137,6540,115.25,26.94,3.91,0.0,0.0,0.0,0.0,98.01,N,N,N,N,Y
HV0005,B03406,,2023-08-15 09:27:19,,2023-08-15 09:30:34,2023-08-15 09:46:38,132,205,4.885,964,18.33,0.0,0.51,1.65,0.0,2.5,0.0,15.61,N,N,N,N,N
HV0003,B03404,B03404,2023-08-17 17:19:37,2023-08-17 17:37:54,2023-08-17 17:38:47,2023-08-17 18:05:02,170,48,1.32,1575,21.71,0.0,0.6,1.93,2.75,0.0,0.0,16.57,N,N, ,N,N
HV0003,B03404,B03404,2023-08-12 20:04:15,2023-08-12 20:05:22,2023-08-12 20:07:23,2023-08-12 20:31:51,131,131,4.45,1468,25.24,0.0,0.69,2.24,0.0,0.0,0.0,23.6,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-20 21:58:15,2023-08-20 22:00:56,2023-08-20 22:01:04,2023-08-20 22:05:33,90,249,0.75,269,8.25,0.0,0.23,0.73,2.75,0.0,0.0,5.48,N,N, ,N,N
HV0003,B03404,B03404,2023-08-09 18:46:57,2023-08-09 18:48:53,2023-08-09 18:49:15,2023-08-09 19:08:39,129,82,5.8,1164,19.64,0.0,0.54,1.74,0.0,0.0,0.0,18.94,N,N, ,N,N
HV0003,B03404,B03404,2023-08-05 07:27:49,2023-08-05 07:29:38,2023-08-05 07:32:01,2023-08-05 07:49:44,247,159,1.96,1063,16.24,0.0,0.45,1.44,0.0,0.0,3.0,12.58,N,N, ,N,N
HV0003,B03404,B03404,2023-08-15 09:56:16,2023-08-15 09:59:45,2023-08-15 09:59:47,2023-08-15 10:20:57,244,263,6.24,1270,30.86,0.0,0.85,2.74,2.75,0.0,0.0,20.47,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 17:45:53,2023-08-06 17:48:16,2023-08-06 17:48:30,2023-08-06 17:56:15,231,114,1.4,465,17.63,0.0,0.48,1.56,2.75,0.0,0.0,11.29,N,N, ,N,N
HV0003,B03404,B03404,2023-08-19 10:56:31,2023-08-19 11:00:10,2023-08-19 11:00:30,2023-08-19 11:10:47,198,102,1.54,617,7.98,0.0,0.22,0.71,0.0,0.0,0.0,7.82,N,N, ,N,N
HV0003,B03404,B03404,2023-08-14 21:43:27,2023-08-14 21:44:29,2023-08-14 21:46:29,2023-08-14 22:01:03,130,216,3.12,874,15.61,0.0,0.43,1.39,0.0,0.0,0.0,12.59,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 01:41:26,2023-08-06 01:54:23,2023-08-06 01:54:33,2023-08-06 02:08:49,144,265,4.37,856,28.65,20.0,1.34,0.0,0.0,0.0,4.99,16.79,N,N, ,N,N
HV0003,B03404,B03404,2023-08-15 20:05:00,2023-08-15 20:06:39,2023-08-15 20:07:07,2023-08-15 20:25:51,263,202,4.41,1124,22.53,0.0,0.62,2.0,2.75,0.0,0.0,16.43,N,N, ,N,N
HV0003,B03404,B03404,2023-08-27 23:13:45,2023-08-27 23:16:33,2023-08-27 23:16:53,2023-08-27 23:34:06,249,4,1.8,1033,12.67,0.0,0.35,1.12,2.75,0.0,0.0,12.08,N,N, ,N,N
HV0005,B03406,,2023-08-18 23:50:22,,2023-08-19 00:00:15,2023-08-19 00:11:58,191,205,2.944,703,15.83,0.0,0.44,1.4,0.0,0.0,0.0,10.56,N,N,N,N,N
HV0003,B03404,B03404,2023-08-12 18:33:41,2023-08-12 18:37:08,2023-08-12 18:38:24,2023-08-12 19:21:49,188,114,7.04,2605,44.44,0.0,1.22,3.94,2.75,0.0,0.0,39.01,N,N, ,N,N
HV0003,B03404,B03404,2023-08-24 19:37:23,2023-08-24 19:39:02,2023-08-24 19:39:12,2023-08-24 19:56:32,170,237,2.05,1040,14.44,0.0,0.4,1.28,2.75,0.0,0.0,15.46,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-30 13:11:19,2023-08-30 13:13:52,2023-08-30 13:15:46,2023-08-30 13:43:52,88,100,6.37,1686,49.94,0.0,1.37,4.43,2.75,0.0,0.0,26.53,N,N, ,N,N
HV0003,B03404,B03404,2023-08-26 02:34:28,2023-08-26 02:36:59,2023-08-26 02:37:51,2023-08-26 02:44:49,125,113,1.44,418,37.23,0.0,1.02,3.3,2.75,0.0,0.0,23.92,N,N, ,N,N
HV0003,B03404,B03404,2023-08-06 13:36:23,2023-08-06 13:39:59,2023-08-06 13:42:00,2023-08-06 14:07:25,14,123,7.71,1525,26.73,0.0,0.74,2.37,0.0,0.0,0.0,24.47,N,N, ,N,N
HV0005,B03406,,2023-08-15 22:12:15,,2023-08-15 22:19:58,2023-08-15 22:37:36,231,48,3.621,1058,17.84,0.0,0.49,1.58,2.75,0.0,0.0,14.83,N,N,N,N,N
HV0003,B03404,B03404,2023-08-15 05:04:29,2023-08-15 05:06:00,2023-08-15 05:06:58,2023-08-15 05:16:15,160,95,2.08,557,14.32,0.0,0.39,1.27,0.0,0.0,0.0,7.99,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 19:17:13,2023-08-29 19:19:23,2023-08-29 19:19:48,2023-08-29 20:13:01,188,38,18.55,3193,42.73,0.0,1.18,3.79,0.0,0.0,0.0,54.42,N,N, ,N,N
HV0005,B03406,,2023-08-01 20:52:49,,2023-08-01 20:57:20,2023-08-01 21:08:15,87,137,4.809,655,14.46,0.0,0.4,1.28,2.75,0.0,0.0,12.57,N,N,N,N,N
HV0003,B03404,B03404,2023-08-06 17:32:49,2023-08-06 17:33:29,2023-08-06 17:33:50,2023-08-06 17:35:32,216,216,0.47,102,7.99,0.0,0.22,0.71,0.0,0.0,0.0,5.4,N,N, ,N,N
HV0003,B03404,B03404,2023-08-12 08:20:26,2023-08-12 08:23:17,2023-08-12 08:25:18,2023-08-12 09:31:42,249,265,41.42,3984,138.4,25.75,4.51,14.57,2.75,0.0,0.0,101.79,N,N, ,N,N
HV0003,B03404,B03404,2023-08-21 19:27:56,2023-08-21 19:31:53,2023-08-21 19:32:32,2023-08-21 20:00:15,37,148,5.86,1663,27.07,0.0,0.74,2.4,2.75,0.0,0.0,23.33,N,N, ,N,N
HV0003,B03404,B03404,2023-08-19 18:54:54,2023-08-19 18:59:24,2023-08-19 19:01:24,2023-08-19 19:49:26,132,181,25.07,2882,66.11,0.0,1.89,6.09,0.0,2.5,0.0,60.1,N,N, ,N,N
HV0003,B03404,B03404,2023-08-23 06:58:23,2023-08-23 07:03:04,2023-08-23 07:03:16,2023-08-23 07:08:48,241,241,1.09,332,8.9,0.0,0.24,0.79,0.0,0.0,3.0,5.54,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 19:04:32,2023-08-29 19:04:57,2023-08-29 19:06:26,2023-08-29 19:24:56,90,239,3.53,1110,20.76,0.0,0.57,1.84,2.75,0.0,0.0,16.93,N,N, ,N,N
HV0003,B03404,B03404,2023-08-12 19:38:55,2023-08-12 19:40:32,2023-08-12 19:40:58,2023-08-12 19:58:46,179,112,3.67,1068,17.86,0.0,0.49,1.59,0.0,0.0,5.0,15.1,N,N, ,N,N
HV0005,B03406,,2023-08-23 20:36:58,,2023-08-23 20:41:58,2023-08-23 21:02:15,234,112,4.074,1217,20.22,5.85,0.72,2.31,2.75,0.0,0.0,16.94,N,N,N,N,N
HV0003,B03404,B03404,2023-08-27 21:51:38,2023-08-27 21:53:27,2023-08-27 21:54:14,2023-08-27 22:13:39,7,83,3.52,1165,17.0,0.0,0.47,1.51,0.0,0.0,0.0,15.58,N,N, ,N,N
HV0005,B03406,,2023-08-04 07:49:40,,2023-08-04 07:55:35,2023-08-04 08:14:19,162,249,3.075,1124,16.03,0.0,0.44,1.42,2.75,0.0,0.0,14.74,N,N,N,N,N
HV0005,B03406,,2023-08-29 06:02:16,,2023-08-29 06:04:08,2023-08-29 06:31:48,179,179,3.962,1660,21.94,0.0,0.6,1.95,0.0,0.0,0.0,21.0,N,N,N,N,N
HV0005,B03406,,2023-08-13 08:22:45,,2023-08-13 08:30:19,2023-08-13 08:36:37,20,185,1.688,378,8.73,0.0,0.24,0.78,0.0,0.0,0.0,5.82,N,N,N,N,N
HV0005,B03406,,2023-08-05 17:06:10,,2023-08-05 17:09:35,2023-08-05 17:54:31,37,265,8.471,2696,51.03,20.8,1.98,0.0,0.0,0.0,0.0,38.04,N,N,N,N,N
HV0003,B03404,B03404,2023-08-08 19:40:04,2023-08-08 19:41:56,2023-08-08 19:43:04,2023-08-08 19:54:08,142,233,2.07,664,15.39,0.0,0.42,1.37,2.75,0.0,0.0,11.3,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-07 18:30:34,2023-08-07 18:34:30,2023-08-07 18:35:04,2023-08-07 18:47:51,167,116,2.52,767,11.76,0.0,0.32,1.04,0.0,0.0,0.0,10.75,N,N, ,N,N
HV0003,B03404,B03404,2023-08-30 17:00:53,2023-08-30 17:06:26,2023-08-30 17:08:27,2023-08-30 17:22:41,35,76,2.27,854,12.24,0.0,0.34,1.09,0.0,0.0,0.0,12.97,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-23 10:59:34,2023-08-23 11:08:27,2023-08-23 11:09:35,2023-08-23 11:19:44,56,129,1.89,609,13.38,0.0,0.37,1.19,0.0,0.0,0.0,8.2,N,N, ,N,N
HV0003,B03404,B03404,2023-08-16 00:45:02,2023-08-16 00:45:57,2023-08-16 00:47:57,2023-08-16 00:53:00,61,61,0.44,303,10.44,0.0,0.29,0.93,0.0,0.0,1.0,6.57,N,N, ,N,N
HV0003,B03404,B03404,2023-08-03 23:56:15,2023-08-03 23:58:48,2023-08-04 00:00:22,2023-08-04 00:05:14,138,129,0.98,292,8.07,0.0,0.29,0.94,0.0,2.5,0.0,28.58,N,N, ,N,N
HV0003,B03404,B03404,2023-08-14 22:53:57,2023-08-14 22:55:35,2023-08-14 22:57:51,2023-08-14 23:18:22,143,42,6.43,1231,20.79,0.0,0.57,1.85,2.75,0.0,0.0,20.02,N,N, ,N,N
HV0003,B03404,B03404,2023-08-27 20:33:11,2023-08-27 20:36:34,2023-08-27 20:36:47,2023-08-27 20:53:10,22,55,4.58,983,15.17,0.0,0.42,1.35,0.0,0.0,0.0,15.26,N,N, ,N,N
HV0003,B03404,B03404,2023-08-05 14:00:41,2023-08-05 14:03:33,2023-08-05 14:03:39,2023-08-05 14:16:21,223,260,2.58,762,15.21,0.0,0.42,1.35,0.0,0.0,2.0,10.67,N,N, ,N,N
HV0003,B03404,B03404,2023-08-27 01:54:34,2023-08-27 02:00:17,2023-08-27 02:00:30,2023-08-27 02:05:10,113,79,0.57,280,8.25,0.0,0.23,0.73,2.75,0.0,0.0,8.14,N,N, ,N,N
HV0003,B03404,B03404,2023-08-13 09:52:18,2023-08-13 09:55:41,2023-08-13 09:55:52,2023-08-13 10:09:44,232,161,3.68,832,22.6,0.0,0.62,2.01,2.75,0.0,0.0,12.66,N,N, ,N,N
HV0003,B03404,B03404,2023-08-22 14:39:32,2023-08-22 14:40:33,2023-08-22 14:41:37,2023-08-22 15:17:43,19,37,14.5,2166,42.08,0.0,1.16,3.73,0.0,0.0,0.0,39.41,N,N, ,N,N
HV0003,B03404,B03404,2023-08-20 21:46:38,2023-08-20 21:47:47,2023-08-20 21:51:50,2023-08-20 22:03:21,230,186,1.1,691,10.59,0.0,0.29,0.94,2.75,0.0,0.0,7.95,N,N, ,N,N
HV0003,B03404,B03404,2023-08-11 11:10:44,2023-08-11 11:12:00,2023-08-11 11:12:30,2023-08-11 11:29:58,161,43,2.0,1048,19.89,0.0,0.55,1.77,2.75,0.0,0.0,12.48,N,N, ,N,N
HV0003,B03404,B03404,2023-08-31 08:53:29,2023-08-31 08:55:25,2023-08-31 08:57:26,2023-08-31 09:11:24,119,18,5.09,838,18.19,0.0,0.5,1.61,0.0,0.0,0.0,14.57,N,N, ,N,N
HV0003,B03404,B03404,2023-08-20 11:26:39,2023-08-20 11:27:25,2023-08-20 11:29:26,2023-08-20 11:33:51,138,70,0.69,265,9.18,0.0,0.32,1.04,0.0,2.5,0.0,5.5,N,N, ,N,N
HV0003,B03404,B03404,2023-08-16 19:05:36,2023-08-16 19:10:17,2023-08-16 19:12:17,2023-08-16 19:21:16,144,231,0.95,539,13.67,0.0,0.38,1.21,2.75,0.0,1.0,10.0,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-06 22:17:11,2023-08-06 22:22:09,2023-08-06 22:22:09,2023-08-06 22:41:38,25,249,4.18,1169,21.65,0.0,0.6,1.92,2.75,0.0,0.0,16.48,N,N, ,N,N
HV0003,B03404,B03404,2023-08-08 00:00:29,2023-08-08 00:04:33,2023-08-08 00:06:33,2023-08-08 00:13:55,92,56,1.77,442,10.49,0.0,0.29,0.93,0.0,0.0,0.0,6.48,Y,N, ,N,N
HV0005,B03406,,2023-08-30 17:59:19,,2023-08-30 18:01:33,2023-08-30 18:06:54,96,63,1.236,321,6.92,0.0,0.19,0.62,0.0,0.0,0.0,5.47,N,N,N,N,N
HV0003,B03404,B03404,2023-08-09 20:41:53,2023-08-09 20:46:18,2023-08-09 20:46:53,2023-08-09 20:59:37,177,17,1.94,764,12.47,0.0,0.34,1.11,0.0,0.0,5.0,9.73,N,N, ,N,N
HV0005,B03406,,2023-08-31 23:42:04,,2023-08-31 23:52:08,2023-08-31 23:59:24,95,160,1.463,436,9.85,0.0,0.27,0.87,0.0,0.0,2.0,6.07,N,N,N,N,N
HV0005,B03406,,2023-08-25 10:43:05,,2023-08-25 10:48:24,2023-08-25 11:00:56,225,61,1.458,752,7.83,0.0,0.22,0.69,0.0,0.0,0.0,9.07,N,N,N,N,N
HV0003,B03404,B03404,2023-08-10 17:04:41,2023-08-10 17:07:00,2023-08-10 17:07:53,2023-08-10 17:12:26,254,254,0.64,273,8.94,0.0,0.25,0.79,0.0,0.0,0.0,5.51,N,N, ,N,N
HV0005,B03406,,2023-08-03 01:57:32,,2023-08-03 01:59:00,2023-08-03 02:03:56,107,170,1.072,296,9.76,0.0,0.27,0.87,2.75,0.0,0.0,5.47,N,N,N,N,N
HV0003,B03404,B03404,2023-08-06 12:03:17,2023-08-06 12:05:37,2023-08-06 12:05:55,2023-08-06 12:18:48,223,129,2.33,773,13.35,0.0,0.37,1.18,0.0,0.0,2.0,13.03,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-21 14:42:25,2023-08-21 14:45:47,2023-08-21 14:47:47,2023-08-21 15:29:08,145,53,11.28,2481,38.62,0.0,1.06,3.43,0.0,0.0,0.0,38.14,N,N, ,N,N
HV0005,B03406,,2023-08-10 15:14:43,,2023-08-10 15:18:38,2023-08-10 15:26:01,170,170,0.53,443,7.77,0.51,0.23,0.73,2.75,0.0,0.0,5.47,N,N,N,N,N
HV0003,B03404,B03404,2023-08-31 23:22:16,2023-08-31 23:26:08,2023-08-31 23:26:32,2023-08-31 23:39:42,16,131,4.23,790,21.41,0.0,0.59,1.9,0.0,0.0,0.0,13.04,N,N, ,N,N
HV0003,B03404,B03404,2023-08-24 12:05:08,2023-08-24 12:05:47,2023-08-24 12:05:47,2023-08-24 12:39:31,144,238,6.73,2024,43.21,0.0,1.19,3.83,2.75,0.0,0.0,27.86,N,N, ,N,N
HV0003,B03404,B03404,2023-08-18 21:45:45,2023-08-18 21:45:55,2023-08-18 21:47:31,2023-08-18 22:06:23,107,148,2.03,1132,16.27,0.0,0.45,1.44,2.75,0.0,0.0,13.31,N,N, ,N,N
HV0003,B03404,B03404,2023-08-29 19:02:07,2023-08-29 19:03:08,2023-08-29 19:03:22,2023-08-29 19:29:21,149,62,5.18,1559,24.18,0.0,0.66,2.15,0.0,0.0,0.0,21.53,N,N, ,N,N
HV0005,B03406,,2023-08-13 15:17:03,,2023-08-13 15:21:51,2023-08-13 15:36:08,93,173,2.051,857,15.06,0.0,0.41,1.34,0.0,0.0,0.0,10.85,N,N,N,N,N
HV0003,B03404,B03404,2023-08-21 01:18:51,2023-08-21 01:23:28,2023-08-21 01:25:29,2023-08-21 01:54:39,124,53,11.99,1750,29.78,0.0,0.82,2.64,0.0,0.0,0.0,32.2,Y,N, ,N,N
HV0003,B03404,B03404,2023-08-24 18:50:47,2023-08-24 18:52:37,2023-08-24 18:53:45,2023-08-24 19:13:27,168,238,3.72,1182,19.9,0.0,0.55,1.77,2.75,0.0,2.49,16.0,N,N, ,N,N
HV0003,B03404,B03404,2023-08-08 18:46:05,2023-08-08 18:48:41,2023-08-08 18:48:59,2023-08-08 20:12:41,237,165,19.3,5022,142.45,6.94,4.11,13.26,2.75,0.0,0.0,97.93,N,N, ,N,N
HV0003,B03404,B03404,2023-08-19 23:28:49,2023-08-19 23:29:37,2023-08-19 23:30:25,2023-08-20 00:33:13,234,265,36.28,3768,113.05,6.94,3.3,10.65,2.75,0.0,26.99,88.72,N,N, ,N,N
HV0003,B03404,B03404,2023-08-14 11:19:34,2023-08-14 11:24:27,2023-08-14 11:26:19,2023-08-14 11:46:05,74,166,2.45,1186,22.3,0.0,0.61,1.98,0.0,0.0,10.0,14.87,N,N, ,N,N
HV0003,B03404,B03404,2023-08-18 18:10:19,2023-08-18 18:14:54,2023-08-18 18:15:08,2023-08-18 18:26:22,169,247,1.71,674,13.37,0.0,0.37,1.19,0.0,0.0,0.0,8.87,N,N, ,N,N
HV0003,B03404,B03404,2023-08-27 13:52:03,2023-08-27 13:53:30,2023-08-27 13:54:14,2023-08-27 14:13:27,163,211,3.65,1153,33.31,0.0,0.92,2.96,2.75,0.0,0.0,20.09,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-21 01:26:00,2023-08-21 01:27:25,2023-08-21 01:28:03,2023-08-21 01:34:48,244,243,1.06,405,8.03,0.0,0.22,0.71,0.0,0.0,0.0,6.49,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-27 00:59:50,2023-08-27 01:04:15,2023-08-27 01:04:23,2023-08-27 01:08:30,4,4,0.53,247,9.17,0.0,0.25,0.81,2.75,0.0,0.0,10.74,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-10 15:04:07,2023-08-10 15:04:54,2023-08-10 15:06:54,2023-08-10 16:00:30,138,37,8.42,3216,42.94,0.0,1.25,4.03,0.0,2.5,0.0,41.29,N,N, ,N,N
HV0005,B03406,,2023-08-17 22:07:15,,2023-08-17 22:17:59,2023-08-17 22:43:32,68,42,7.845,1533,33.36,0.0,0.92,2.96,2.75,0.0,0.0,24.92,N,N,N,N,N
HV0003,B03404,B03404,2023-08-24 17:39:45,2023-08-24 17:44:35,2023-08-24 17:45:59,2023-08-24 18:14:50,4,14,10.5,1731,38.73,6.94,1.26,4.05,2.75,0.0,0.0,30.07,N,N, ,N,N
HV0003,B03404,B03404,2023-08-25 07:31:05,2023-08-25 07:37:13,2023-08-25 07:37:43,2023-08-25 07:55:39,182,235,4.02,1076,20.51,0.0,0.56,1.82,0.0,0.0,0.0,17.39,N,N, ,N,N
HV0005,B03406,,2023-08-09 17:44:43,,2023-08-09 17:47:06,2023-08-09 17:58:10,100,246,1.292,664,9.04,0.0,0.25,0.8,2.75,0.0,0.0,8.45,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-06 16:57:50,2023-08-06 17:00:16,2023-08-06 17:00:35,2023-08-06 17:06:42,79,148,1.01,367,20.76,0.0,0.57,1.84,2.75,0.0,0.0,11.16,N,N, ,N,N
HV0005,B03406,,2023-08-16 18:54:37,,2023-08-16 19:00:12,2023-08-16 19:25:06,33,14,7.262,1494,30.17,0.0,0.83,2.68,0.0,0.0,0.0,23.77,N,N,N,N,N
HV0003,B03404,B03404,2023-08-04 22:09:58,2023-08-04 22:12:29,2023-08-04 22:13:06,2023-08-04 22:34:13,256,17,4.01,1267,33.34,0.0,0.92,2.96,0.0,0.0,6.0,17.18,N,N, ,N,N
HV0005,B03406,,2023-08-10 23:37:21,,2023-08-10 23:43:21,2023-08-10 23:52:07,32,32,0.548,526,8.26,0.22,0.23,0.75,0.0,0.0,0.0,5.71,N,N,N,N,N
HV0003,B03404,B03404,2023-08-29 10:56:26,2023-08-29 11:00:31,2023-08-29 11:00:34,2023-08-29 11:23:51,109,6,5.55,1397,24.17,0.0,0.66,2.15,0.0,0.0,5.0,20.42,N,N, ,N,N
HV0003,B03404,B03404,2023-08-25 22:11:43,2023-08-25 22:13:40,2023-08-25 22:14:50,2023-08-25 22:46:56,125,78,12.39,1926,37.82,0.0,1.04,3.36,2.75,0.0,0.0,34.38,N,N, ,N,N
HV0005,B03406,,2023-08-25 10:43:52,,2023-08-25 10:49:18,2023-08-25 11:04:07,140,75,2.142,889,14.38,0.0,0.39,1.26,2.75,0.0,0.0,11.27,N,N,N,N,N
HV0005,B03406,,2023-08-07 20:29:28,,2023-08-07 20:31:32,2023-08-07 20:42:12,164,162,0.94,640,8.56,0.0,0.24,0.76,2.75,0.0,0.0,7.32,N,N,N,N,N
HV0003,B03404,B03404,2023-08-11 21:25:47,2023-08-11 21:28:35,2023-08-11 21:28:58,2023-08-11 22:08:41,226,37,13.41,2383,53.36,0.0,1.47,4.74,0.0,0.0,0.0,42.12,N,N, ,N,N
HV0003,B03404,B03404,2023-08-03 08:04:49,2023-08-03 08:08:07,2023-08-03 08:10:08,2023-08-03 08:31:22,74,169,4.81,1274,21.55,0.0,0.59,1.91,0.0,0.0,0.0,18.29,N,N, ,N,N
HV0005,B03406,,2023-08-13 22:17:34,,2023-08-13 22:25:40,2023-08-13 22:34:19,206,206,1.45,519,7.76,0.0,0.21,0.69,0.0,0.0,0.0,7.35,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-06 09:00:23,2023-08-06 09:03:33,2023-08-06 09:03:48,2023-08-06 09:07:49,255,255,0.68,241,7.99,0.0,0.22,0.71,0.0,0.0,0.0,5.4,N,N, ,N,N
HV0005,B03406,,2023-08-25 08:42:41,,2023-08-25 08:50:04,2023-08-25 09:22:32,225,228,7.908,1948,39.41,0.0,1.08,3.5,0.0,0.0,6.6,31.78,N,N,N,N,Y
HV0003,B03404,B03404,2023-08-04 17:37:09,2023-08-04 17:39:04,2023-08-04 17:39:12,2023-08-04 17:56:53,161,186,1.16,1061,16.31,0.0,0.45,1.45,2.75,0.0,0.0,11.74,N,N, ,N,N
HV0003,B03404,B03404,2023-08-09 04:36:39,2023-08-09 04:39:34,2023-08-09 04:40:01,2023-08-09 05:03:52,159,171,9.99,1431,27.99,6.94,0.96,3.1,0.0,0.0,0.0,31.51,N,N, ,N,Y
HV0003,B03404,B03404,2023-08-28 15:05:57,2023-08-28 15:08:53,2023-08-28 15:09:00,2023-08-28 15:32:12,148,143,5.53,1392,30.64,0.0,0.84,2.72,2.75,0.0,0.0,20.35,N,N, ,N,N
