name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York,2019-02-01T00:00:00,-9.4,-15.4,-18.5,47.32,0,0,,0,0,,13.1,250,1030.9,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T01:00:00,-9.4,-15.9,-18.6,47.16,0,0,,0,0,44.6,14.9,260,1030.5,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T02:00:00,-9.4,-15.5,-19.1,45.09,0,0,,0,0,,13.1,261,1030.8,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T03:00:00,-9.4,-13.7,-19.1,45.09,0,0,,0,0,42.5,7.9,300,1031.1,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T04:00:00,-10.1,-16.8,-18.6,49.82,0,0,,0,0,25.9,15,261,1031.2,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T05:00:00,-10.1,-15.2,-18.6,49.88,0,0,,0,0,,9.6,300,1031.2,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T06:00:00,-10.1,-14.5,-18.6,49.77,0,0,,0,0,,7.7,241,1031.2,0.4,16,0.2,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T07:00:00,-10.7,-16.5,-19.6,47.84,0,0,,0,0,,11.2,261,1031.3,0.4,16,8,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T08:00:00,-10.7,-16.5,-19.6,47.84,0,0,,0,0,,11.3,251,1031.9,47.7,16,44,0.2,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T09:00:00,-9.5,-15.5,-19.1,45.21,0,0,,0,0,,13,241,1032.4,1.5,16,134,0.5,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T10:00:00,-8.9,-13.7,-20.2,39.72,0,0,,0,0,,9.4,300,1032.3,5.7,16,276,1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T11:00:00,-8.9,-15.3,-19.1,43.3,0,0,,0,0,,14.7,260,1032,2.2,16,291,1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T12:00:00,-8.3,-14.1,-19.1,41.5,0,0,,0,0,,12.9,251,1031.2,89.3,16,246,0.9,2,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T13:00:00,-7.2,-12.3,-19.1,38.07,0,0,,0,0,,11.2,241,1029.8,34.3,16,394,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T14:00:00,-6.7,-11.1,-19.1,36.6,0,0,,0,0,,9.4,232,1029,92.4,16,269,1,3,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T15:00:00,-5.7,-10.5,-17.5,39.08,0,0,,0,0,,11.1,222,1028.3,100,16,225,0.8,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T16:00:00,-5.7,-8.3,-16.9,40.92,0,0,,0,0,,5.4,231,1028.2,89.2,16,107,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T17:00:00,-5.7,-9.9,-15.3,46.72,0,0,,0,0,,9.4,261,1028.3,98.4,16,27,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T18:00:00,-5.7,-9.2,-14.7,49.22,0,0,,0,0,,7.5,250,1028.4,97.3,16,6,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-01T19:00:00,-5.7,-10.9,-14.2,51.2,0,0,,0,0,,12.9,281,1028.8,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T20:00:00,-5.7,-11.4,-13.6,53.74,0,0,,0,0,,14.8,261,1029.3,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T21:00:00,-6.2,-11.5,-14.6,51.47,0,0,,0,0,,13,261,1029.2,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T22:00:00,-6.7,-12.1,-15.2,50.79,0,0,,0,0,,13,241,1029.8,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-01T23:00:00,-6.7,-11.6,-15.1,50.99,0,0,,0,0,,11.2,251,1029.4,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T00:00:00,-6.7,-11.1,-14.5,53.87,0,0,,0,0,,9.5,320,1029.6,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T01:00:00,-7.2,-11,-15.7,50.52,0,0,,0,0,,7.7,241,1029.5,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T02:00:00,-7.2,-12.3,-16.2,48.48,0,0,,0,0,,11.2,271,1029.5,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T03:00:00,-7.2,-12.3,-16.8,46.43,0,0,,0,0,,11.1,261,1029.5,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T04:00:00,-7.2,-12.3,-17.3,44.32,0,0,,0,0,,11.2,271,1029.2,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T05:00:00,-7.2,-11.7,-16.3,48.17,0,0,,0,0,,9.5,270,1028.6,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T06:00:00,-6.7,-11.1,-15.3,50.74,0,0,,0,0,,9.3,320,1028.3,1.5,16,0.3,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T07:00:00,-6.7,-10.4,-15.9,48.15,0,0,,0,0,,7.5,260,1028.1,1.5,16,7,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T08:00:00,-6.2,-11.1,-14.6,51.58,0,0,,0,0,,11.1,261,1028.1,1.5,16,45,0.2,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T09:00:00,-5,-8.5,-13.2,52.93,0,0,,0,0,,7.6,229,1027.4,1.5,16,142,0.5,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T10:00:00,-4.3,-8.3,-11.9,55.46,0,0,,0,0,,9.4,259,1027.6,0.9,16,317,1.1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T11:00:00,-3.3,-7.6,-10.9,55.56,0,0,,0,0,,11.3,220,1026.7,0.9,16,431,1.6,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T12:00:00,-2.1,-8.5,-10.2,54.1,0,0,,0,0,,24.2,240,1025.2,0.9,16,469,1.7,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T13:00:00,-0.7,-6.5,-9.1,53.17,0,0,,0,0,,22.4,249,1023.2,0.9,16,527,1.9,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T14:00:00,0.6,-4,-9,48.69,0,0,,0,0,,16.7,230,1022.3,0.9,16,499,1.8,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T15:00:00,1.6,-3.5,-8,48.96,0,0,,0,0,80.5,22.4,259,1021.4,0.9,16,391,1.4,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T16:00:00,1.7,-3.6,-6.8,53.41,0,0,,0,0,37,24,269,1020.8,1.1,16,182,0.7,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T17:00:00,0.7,-5.5,-5.8,62.05,0,0,,0,0,37.1,29.4,250,1020.1,99.6,16,26,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T18:00:00,0.7,-5.5,-5.1,65.21,0.699,100,"rain,snow",0,0,64.8,29.4,250,1019.6,99.6,16,7,0,0,,"Snow, Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-02T19:00:00,0,-6.2,-5.1,68.48,0,0,,0,0,38.9,27.6,249,1019.8,29.1,15.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T20:00:00,0,-5.6,-6.6,60.95,0,0,,0,0,33.5,22.3,230,1018.3,17.8,13.8,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York,2019-02-02T21:00:00,0,-5.6,-4.5,71.74,0,0,,0,0,,22.4,260,1019.5,1.1,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T22:00:00,0,-5.5,-4.5,71.8,0,0,,0,0,,22.2,269,1019.9,1.5,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-02T23:00:00,-0.6,-5.7,-4.5,75.13,0,0,,0,0,,18.3,260,1020.5,0.9,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T00:00:00,-0.6,-5.7,-4.5,75.08,0,0,,0,0,,18.3,259,1020.4,0.6,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T01:00:00,-0.5,-5,-4.4,74.87,0,0,,0,0,,14.9,250,1020.5,0,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T02:00:00,-0.5,-5,-4.4,75.13,0,0,,0,0,,14.7,259,1020.3,0,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T03:00:00,-0.6,-4.7,-4.4,75.3,0,0,,0,0,,12.9,239,1020.7,0,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T04:00:00,-0.5,-4.3,-4.4,75.18,0,0,,0,0,,11.2,200,1020.7,0,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T05:00:00,-0.6,-3.8,-4.4,75.24,0,0,,0,0,,9.3,259,1020.6,0,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T06:00:00,-0.5,-2.3,-4.4,75.3,0,0,,0,0,,5.3,0,1020.9,0.4,15.8,0.4,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T07:00:00,-0.6,-3.7,-3.9,78.17,0,0,,0,0,,9.2,221,1021.5,0.4,15.8,8,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T08:00:00,-0.5,-3.7,-3.4,81.02,0,0,,0,0,,9.3,239,1021.7,0.4,12.8,44,0.2,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T09:00:00,0.8,-2.1,-3.8,70.99,0,0,,0,0,,9.2,251,1022.4,0.4,12.8,128,0.5,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T10:00:00,2.4,-0.3,-3.3,66.09,0,0,,0,0,,9.2,202,1022.5,0.6,12.9,346,1.2,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T11:00:00,5.1,3.3,-1.7,61.55,0,0,,0,0,,7.6,202,1022.7,0.6,12.9,492,1.8,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T12:00:00,6.8,6.8,-0.7,58.78,0,0,,0,0,,0.2,359,1021.8,0.6,13.8,570,2.1,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T13:00:00,9.4,9.4,-0.1,51.77,0,0,,0,0,,0.1,359,1021,0.6,15.8,550,2,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T14:00:00,11.6,11.6,1,48.14,0,0,,0,0,,0,0,1020.1,0.6,16,523,1.9,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T15:00:00,12.1,12.1,1.1,46.7,0,0,,0,0,,7.5,217,1019.7,0.9,16,427,1.5,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T16:00:00,11.1,11.1,1.1,50.03,0,0,,0,0,,0.3,6,1019.5,0.9,16,202,0.7,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T17:00:00,7.8,5.8,1.1,62.49,0,0,,0,0,,11.3,170,1019.7,0.9,15.9,39,0.1,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T18:00:00,6.7,6.7,1.1,67.66,0,0,,0,0,,0.3,6,1019.8,1.1,15.9,7,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-03T19:00:00,5.7,5.7,1.1,72.4,0,0,,0,0,,0.3,7,1020,0.9,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T20:00:00,6.2,3.9,1.1,70.15,0,0,,0,0,,11.1,180,1020.7,0.8,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T21:00:00,5.7,4.1,0,66.99,0,0,,0,0,,7.6,279,1020.8,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T22:00:00,5.7,3.3,-0.7,63.6,0,0,,0,0,,11.1,278,1020.7,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-03T23:00:00,4.5,3.3,-0.7,69.15,0,0,,0,0,,5.5,259,1020.2,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T00:00:00,4.4,2.6,-1.2,66.87,0,0,,0,0,,7.6,239,1020.1,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T01:00:00,4.4,3.2,-1.2,66.98,0,0,,0,0,,5.5,259,1019.9,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T02:00:00,4.4,2.6,-1.2,66.92,0,0,,0,0,,7.6,249,1020,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T03:00:00,3.9,1.2,-1.1,69.54,0,0,,0,0,,11,281,1020,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T04:00:00,3.9,1.6,-1.1,69.54,0,0,,0,0,64.8,9.2,271,1019.3,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T05:00:00,3.9,1.6,-1.1,69.5,0,0,,0,0,,9.2,261,1019.3,0.4,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T06:00:00,3.5,1.5,-0.7,74.34,0,0,,0,0,,7.4,251,1019.1,0.4,16,0.4,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T07:00:00,3.5,1,0,77.82,0,0,,0,0,,9.4,249,1019.2,0.4,16,9,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T08:00:00,3.9,1.2,0,75.45,0,0,,0,0,,11.1,279,1019.5,0.4,15.7,44,0.2,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T09:00:00,5.2,2.7,0.6,72.45,0,0,,0,0,64.8,11,241,1019.6,0.4,15.7,134,0.5,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T10:00:00,6.4,4.5,0.7,66.74,0,0,,0,0,,9.2,231,1019.7,0.4,15.8,358,1.3,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T11:00:00,12.5,12.5,1.4,46.66,0,0,,0,0,,7.6,180,1019.1,7.2,15.5,507,1.8,5,,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
New York,2019-02-04T12:00:00,11.8,11.8,1.7,49.92,0,0,,0,0,,7.7,150,1019,0.4,15.9,575,2.1,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T13:00:00,13.4,13.4,2.2,46.35,0,0,,0,0,,7.7,268,1018.3,0.4,15.9,582,2.1,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T14:00:00,14.4,14.4,2.8,45.59,0,0,,0,0,,0.3,7,1017.6,0.4,16,531,1.9,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T15:00:00,15.6,15.6,3.3,43.62,0,0,,0,0,,0.2,7,1017.1,0.4,16,421,1.5,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T16:00:00,14.9,14.9,3.3,45.7,0,0,,0,0,,5.5,180,1017.1,0.4,16,257,0.9,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T17:00:00,13.3,13.3,3.3,50.7,0,0,,0,0,,0.3,7,1016.8,0.4,16,61,0.2,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T18:00:00,10,10,2.8,60.98,0,0,,0,0,,0.3,6,1016.7,0.4,16,7,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-04T19:00:00,9.4,8.9,2.9,63.8,0,0,,0,0,,5.4,33,1016.3,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T20:00:00,8.9,8.9,3.8,70.68,0,0,,0,0,,0.2,354,1016.5,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T21:00:00,9.3,9.3,3.8,68.53,0,0,,0,0,,0.2,6,1016.4,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T22:00:00,6.8,6.8,3.4,78.77,0,0,,0,0,,0.1,354,1016.5,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-04T23:00:00,7.9,7.9,4.3,78.31,0,0,,0,0,,0.1,6,1015.9,0.8,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T00:00:00,8.3,8.3,4.3,75.9,0,0,,0,0,,0.2,354,1015.7,0.8,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T01:00:00,7.2,5.9,3.9,79.06,0,0,,0,0,,7.6,190,1015.6,0.8,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T02:00:00,6.3,6.3,3.9,84.43,0,0,,0,0,,0,0,1015.3,1.5,14,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T03:00:00,7.2,5.9,3.8,79.04,0,0,,0,0,,7.4,251,1014.8,1.5,15.9,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T04:00:00,5.7,4.2,3.8,87.47,0,0,,0,0,,7.4,241,1014.4,1.5,11.1,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T05:00:00,7.8,5.5,3.3,73.33,0,0,,0,0,,12.8,208,1014.9,1.5,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T06:00:00,5.1,3,2.8,85.24,0,0,,0,0,,9.3,198,1014.5,5.5,10.3,0.8,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T07:00:00,6.3,4.8,3.3,81.14,0,0,,0,0,,7.5,248,1014.6,50.2,15.9,10,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T08:00:00,7.3,4.7,3.3,75.71,0.469,100,rain,0,0,,14.5,261,1015.1,88.1,16,50,0.2,1,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T09:00:00,6.9,4.5,2.9,75.32,0,0,,0,0,,12.7,221,1015.6,30,14.1,91,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T10:00:00,9.1,7.3,3.4,67.41,0,0,,0,0,,11.1,259,1015.7,87.2,16,146,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T11:00:00,9.6,8,3.4,65.06,0,0,,0,0,,11.2,239,1015.5,99.6,16,214,0.8,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T12:00:00,14.2,14.2,3.9,49.7,0,0,,0,0,,14.8,230,1014,27.1,14.5,525,1.9,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
New York,2019-02-05T13:00:00,15,15,5,50.91,0.23,100,rain,0,0,53.6,5.4,240,1013.9,0.8,15.9,554,2,6,,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T14:00:00,17.2,17.2,5.6,46.4,0,0,,0,0,,0.1,7,1013.7,0.4,15.8,509,1.8,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T15:00:00,18.8,18.8,6.6,45.08,0,0,,0,0,,5.5,259,1013.5,0.4,15.9,401,1.4,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T16:00:00,14.6,14.6,5.7,55.19,0,0,,0,0,,0.2,7,1013.9,0.8,13.2,241,0.9,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T17:00:00,16.7,16.7,7.2,53.15,0.469,100,rain,0,0,68.4,9.4,261,1014.3,0.9,16,50,0.2,1,,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T18:00:00,16.1,16.1,6.2,51.65,0,0,,0,0,,7.7,261,1015.3,78.6,16,6,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2019-02-05T19:00:00,12.4,12.4,5.6,63.54,0,0,,0,0,60.8,0.3,358,1016.1,0.9,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T20:00:00,11.9,11.9,5.6,65.45,0,0,,0,0,,9.2,241,1016.7,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T21:00:00,11.3,11.3,5.6,68.06,0,0,,0,0,,0.4,359,1017.7,79.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T22:00:00,10.6,10.6,4.3,64.93,0,0,,0,0,25.9,14.8,39,1018.2,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-05T23:00:00,8.8,6.3,3.3,68.33,0,0,,0,0,25.9,16.7,39,1019,1.5,16,0,0,0,,Clear,clear-night,"72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-06T00:00:00,7.2,4.8,2.8,73.52,0,0,,0,0,27.7,13.1,49,1019.9,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-06T01:00:00,6.7,4.8,2.1,72.77,0,0,,0,0,,9.5,30,1020.4,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
New York,2019-02-06T02:00:00,6.1,6.1,1.6,72.89,0,0,,0,0,,0.3,0,1020.8,0.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
